783012	175026	46014	8957	13844	23245	147151	34683	15643	80087	201	5586	186	5924	12259	76722	12640	6220
41706	495004	4790	8320	4807	20320	67784	458	4066	64924	0	0	1238	12077	13577	27915	0	2779
39165	11483	258607	69914	32904	20949	51598	10394	37223	33357	85194	112892	7152	830	2932	0	69336	44092
139262	159	102287	530063	48336	33324	81004	31895	33802	20370	2939	71040	76501	10185	31625	25977	94464	6651
204360	102933	187026	0	331108	261726	116777	2788	33663	296383	7759	18	157889	1651	34364	17689	1935	5284
39199	213917	36352	17925	37885	173535	63748	2007	35199	51910	4944	697	53277	3947	16105	32984	4025	112375
262412	139286	65897	87443	77256	20980	567475	26502	193408	83163	22570	32573	20336	18855	36398	32093	41908	36895
33728	343	632872	288199	5930	1852	16772	477059	15701	5955	60450	96677	1793	29006	14774	66432	16390	1133
73494	92836	61166	28084	44422	227377	184289	24396	479307	81531	33706	36289	45377	10373	110098	205523	3147	24319
21163	28531	58995	12116	90669	93412	20003	8946	75437	1114922	114050	6947	10219	25517	11950	11106	998	59421
0	0	104435	201	408	0	1149	490	3073	10264	1211161	425120	4840	399	233	1	2578	0
58	9	41635	283	5223	4394	9913	0	24727	14307	124922	1407112	1112	210	221	1146	92807	32817
4584	19	12456	461	414	0	8436	13617	756	692	75323	0	173507	340780	65431	219450	441828	403846
12856	0	294916	379	140843	4265	51623	1499	665	1696	257	0	31285	226552	960777	26634	11369	413
247509	20526	65358	2946	64337	19526	98890	39802	35660	25559	23246	0	46121	319362	570781	117533	18592	21824
200009	27833	48030	41201	15519	47191	19597	12592	3344	53412	12626	4038	222781	88507	46862	356896	5342	205249
36213	4991	24520	100036	783	1074	2278	7603	23346	11870	458590	78872	12626	6593	17	209	838651	154736
7988	0	116434	3547	2151	5650	16625	17882	17408	3125	36951	82543	145409	0	1899	600	923624	383523
