640320	120802	52172	12637	48657	89450	146120	27644	16522	96913	1888	10374	4210	2960	15526	147275	12040	1890
130491	401054	4799	47489	3227	9029	29077	890	12505	72099	0	410	9578	15616	3702	29734	0	65
81796	6295	251150	89554	36836	20733	40031	25121	16037	37404	39075	124776	22841	274	13840	42	47533	34684
140281	349	105374	467244	63837	88698	57415	91416	7772	29696	13003	47431	7596	2494	37358	111506	34427	33987
118159	165822	743	259	449807	452624	87904	333	1525	122594	106339	1702	70616	20584	44910	115397	2808	1227
80170	213238	13651	11684	38360	194210	41423	50225	22241	68661	10931	576	96523	6022	1701	25331	10313	14771
417328	100324	75220	135665	45858	98650	433275	35774	55574	70560	11965	15315	31625	12339	154363	49282	13167	9166
9710	0	453141	195042	4417	2010	12581	511475	4792	16244	39443	268606	6941	29067	20330	78865	15684	96718
125987	76317	16424	12005	101442	173926	112181	36615	306443	314185	31497	17450	31308	10772	76783	291401	9916	21082
636	45270	23112	4734	125159	207118	8314	30716	3877	1102315	98445	8036	58388	20710	13551	0	12221	1800
0	1127	179132	3997	1459	4220	1057	9292	8672	36867	988145	208239	29672	189110	50309	2171	48090	2793
1033	370	41184	1211	104548	1806	4764	338	51152	172648	210326	889706	146521	3387	51025	1416	20991	58470
0	0	1466	0	4	83	2903	82591	460	36287	1963	0	400709	241586	84032	304137	375682	229697
0	21	5001	0	135383	3409	14585	0	0	13408	0	0	206138	217706	1147537	22841	0	0
213226	4022	1283	0	52465	28753	23742	31377	2445	74078	30753	0	67237	325218	662134	220618	221	0
54112	48631	17388	4990	230701	183057	38440	9443	15724	48456	7128	1282	196245	66569	24662	413371	7665	43165
107114	0	50831	320440	0	244	0	43903	7	2521	385773	20737	13138	10201	0	0	622905	185194
162	0	68078	8402	67	6554	1666	107620	9067	27309	43002	24375	263395	0	9128	0	779855	416679
