795474	140226	14162	33939	35172	56233	128200	32096	21862	76728	0	2297	22	3020	12560	85511	1308	8590
61489	487177	3222	16764	838	38491	69704	1034	4382	22807	0	65	8115	38428	10121	7128	0	0
7473	10607	387091	111253	21610	35594	111006	33272	56261	11390	9098	26531	28133	3707	6737	5144	3348	19767
53951	9825	158793	744089	21194	15803	44982	47831	117756	18415	1674	9625	11780	1479	32804	45424	1523	2936
674524	162886	8568	15233	410001	154969	57882	0	8357	5224	0	803	38186	0	147177	12987	0	66556
48338	185122	36864	2812	38559	224523	96751	1480	31903	38042	0	0	69720	144	12173	71842	269	41489
161217	111773	53461	192024	40930	74120	566631	66808	131992	11833	31459	43101	61659	25338	79484	80549	6477	26594
31022	7	60925	121729	1046	0	28530	1155297	12629	2054	52768	45737	36298	91578	30693	85175	1002	8576
94695	34657	28739	32749	68701	124345	110209	33883	634036	58505	5930	51337	48172	913	179950	204684	617	53612
34026	113083	129899	19647	161315	99998	28950	223	39257	1015993	54219	177	0	29269	6429	9850	0	22067
0	0	196451	814	2945	0	820	4930	0	266	862829	333360	37877	216317	58829	24198	24716	0
2737	0	62697	12699	2	805	3017	0	7337	26809	177971	1448847	405	0	1077	145	16348	0
67125	0	497	0	2179	2045	661	15120	4816	0	20402	0	652601	226790	2153	320515	314784	131912
0	0	161384	0	194842	0	12290	61031	0	0	0	0	0	176204	1124327	35951	0	0
214756	16129	34649	0	85606	39310	14286	121758	145462	55695	201	0	0	118163	808925	82632	0	0
343912	46295	22829	5941	52990	80126	30375	25974	1703	19125	7670	1368	35567	113943	7276	571620	12331	31984
31924	0	145499	191535	27048	474	0	46856	13369	13233	239326	16296	1010	0	0	1163	880983	154292
78770	1418	48671	54861	7950	3636	1988	16128	104779	35849	0	20215	43540	250	8766	30213	606914	701411
