567188	245056	12332	56789	5168	68495	222932	9328	27330	59269	22	893	3924	7890	13589	137982	102	9111
66197	439673	43	8630	0	33299	109643	5790	8384	43427	0	29	2212	34599	2653	15186	0	0
53480	25353	187888	150969	19479	33050	82189	43527	39726	46772	18389	84421	11675	1904	7191	3893	27326	50790
58067	7643	32900	665206	17171	29954	83410	42205	44554	13279	0	34294	79571	5640	56712	104637	55186	9455
453300	277585	11523	965	337055	167422	119054	129	16725	63854	5837	0	145401	1805	58642	64151	0	39905
30158	181513	10026	34791	11062	239883	72142	9429	72566	17801	1907	0	39254	2259	8891	51548	41554	75247
116217	130655	14461	102480	110370	67405	691113	38211	121010	27109	3015	22173	41405	29177	83589	95503	28865	42692
90	0	31465	172367	33383	4070	6700	1034010	4965	4189	21233	194076	5284	82271	56910	76873	30839	6341
51893	38474	31830	18945	41157	126244	256286	49440	614603	57699	9201	15367	28589	11458	108408	284937	1496	19707
10528	113588	48918	32545	26168	80890	11045	20686	96650	1170723	37315	1584	2501	17798	7953	520	11712	73278
0	905	8107	1783	20417	0	0	6347	1236	623	1175313	140143	13643	279159	102103	2963	11610	0
208	138	18729	7439	19846	3570	38794	0	36855	34319	164361	1358319	4517	83	4969	217	59771	8761
13228	0	295	0	0	0	1400	2378	432	0	20291	0	441238	468172	996	193449	404059	215662
1	1071	115932	584	162720	6435	1653	7765	0	0	0	0	73609	439791	944790	11678	0	0
201849	54237	12349	0	64603	13343	9643	27278	9721	5408	3022	0	88445	334055	843539	67930	328	1822
154603	143899	15321	10852	9088	88740	4450	4987	20112	15311	3889	2641	224217	102277	25748	517692	22850	44352
46910	571	55652	284181	3656	56755	64	1026	7086	11961	340862	37848	523	0	0	250	760786	154877
5749	0	52286	5068	35481	4326	5976	5798	37509	19965	29876	10792	144896	0	2980	0	1013349	391308
