536765	128079	37731	18260	17616	104525	210892	1704	41362	19593	0	416	8623	34650	17639	246357	15287	7901
79377	484157	984	6005	204	1228	62770	0	40127	15034	0	0	1831	44802	10560	20285	0	2401
86320	42275	168479	144052	7334	51609	29736	20941	114834	2445	12851	49809	6478	13134	8739	9541	35460	83985
77282	4186	77474	566208	43436	14798	92421	34307	63914	2941	1891	28362	89363	41972	15490	107205	39977	38657
98683	202948	12015	0	230349	125371	190689	9	32798	25679	243	0	342670	69096	391208	41568	0	27
83395	243414	14420	4468	58446	121793	70693	11149	47255	30467	2798	355	78077	16600	9236	50314	13635	43516
346498	121605	67283	109591	26957	48872	626197	17397	144882	3550	14918	21299	22941	17074	73051	67713	17273	18349
115942	61	400062	495748	0	1153	18398	106353	28260	7	9107	304328	4085	55697	59607	81673	28332	56253
35598	66878	27769	5529	18916	50718	191690	51543	468424	53100	10180	10670	70481	227721	168748	291916	0	15853
53654	388562	55550	22834	87803	96263	74297	4761	242840	543937	51858	1535	16914	67193	26058	8402	0	21941
3	92	381519	8376	138	606	2766	11395	156426	3	615901	111469	4038	83405	370402	550	12558	4705
183	56	42383	8371	0	235	8412	14370	912754	3043	87379	460392	3107	20679	0	3587	50749	145196
169	29	1656	0	24	0	0	98837	0	11631	18683	0	173388	305211	14132	281000	297905	558935
14676	0	38640	0	135506	29900	0	0	0	0	0	0	42495	609537	884796	9119	0	1360
6746	15573	1203	0	83595	5449	1665	2941	5610	30521	1638	0	29600	896408	379008	272181	806	4628
101176	32268	7823	6376	22158	128561	22019	10929	1783	17072	1042	0	234950	107567	82606	477010	10871	146818
129545	70355	39067	18070	9047	22965	40207	2381	81613	108631	89997	84298	35660	22500	22162	2566	723855	260089
16802	2156	92718	9937	2780	14911	9009	130637	23807	82554	49244	38561	147411	3506	25228	0	788895	327203
