449415	92875	14819	24902	7866	128173	238727	50699	140356	103097	0	0	1505	4572	27073	151466	5909	5946
34922	436772	3502	38020	13	17067	101984	1509	13551	62154	0	0	2892	8083	31455	14112	0	3729
7221	8281	231501	140082	23000	48340	151275	20017	35547	39110	44098	40501	8526	1160	19038	0	32132	38193
30447	36	115462	575412	14079	29101	90988	58312	93265	9002	32150	52209	105489	10439	10359	85392	16587	11155
51745	30244	248214	1811	397598	302993	147362	1503	29821	71733	0	0	106416	222180	135468	13728	2304	233
45217	221584	16816	22731	42762	104528	77963	2120	31916	79816	3542	0	82506	3194	12920	40718	23	111675
95478	99729	65320	145769	22452	46822	770640	58742	197470	66739	12373	27119	23168	20720	42417	53742	3801	12949
1261	0	162675	117688	716	6087	8153	903641	20948	3338	170060	94914	163	25691	132147	74048	5632	37904
13300	40977	42497	10533	60204	246517	191737	19961	626796	90732	11964	5511	39100	8019	147895	197567	0	12424
3173	4141	48932	18976	105909	136433	55901	59974	39390	1139406	37924	398	7331	27901	29543	5974	428	42668
8	0	20956	3104	123	188	48460	8275	32737	18400	948482	112483	1555	246984	244812	2043	75742	0
162	15765	69480	3065	46844	4159	59787	1980	109147	31351	317398	975454	48398	9554	3	771	61929	5649
0	0	6621	0	4234	0	7646	1540	0	1287	14683	0	236284	467932	147396	251920	235905	386152
13	133	71363	0	129529	1344	11298	0	603	116	0	0	97019	465975	979795	8266	539	36
1046	2971	126	0	70814	101053	3694	17942	44979	13730	13458	0	70688	147823	925591	323052	0	605
77440	187336	145623	3116	57139	30377	39028	2431	29881	25915	2018	137	181254	112043	46799	423508	6321	40663
4063	0	123175	219828	380	3	336	40163	11452	33	406201	123517	2283	0	0	3056	607175	221343
29	2619	210258	20896	11822	144	12844	30450	10668	72357	88607	30062	216026	0	46148	12137	669946	330346
