413228	161001	33704	4128	18931	108077	334366	26264	28091	80440	0	0	11798	9013	6660	190593	17726	3380
90196	461735	1100	25765	5931	31029	54605	1853	25866	24340	0	0	4294	3759	4940	33722	0	630
42941	28786	155602	102888	25278	19939	147953	52475	37064	82632	20842	35103	31047	7885	10054	0	43968	43565
86993	2369	47628	504403	8075	41423	90195	76956	19836	43363	26144	37270	51354	3612	27584	182450	63094	27135
29988	62048	2323	0	328486	59345	220166	0	26471	78367	7640	708	374128	112769	23727	432208	4764	215
68168	195669	13751	4852	85422	89695	138960	2256	29128	22847	1731	6712	73610	11433	2388	32397	0	121012
235120	127984	35787	74676	58059	33700	774966	45527	32649	98226	22897	26781	42881	28670	24379	58043	31127	13978
11257	0	212035	265957	5708	143478	9265	689368	4844	12688	46476	107836	2308	23222	33435	74440	113773	8976
111343	39772	4628	13833	32346	67217	304638	5647	344576	188419	23647	12660	114171	18278	95206	379301	2055	7997
7459	222793	32931	0	81358	123109	89308	8463	35855	941858	42121	4861	46388	12608	44627	1970	0	68693
0	0	110618	1731	652	0	3684	13254	16859	10947	962590	237502	29237	324313	17224	2229	9184	24328
1972	54519	7187	9664	36706	5349	47749	8496	154357	72336	32438	1103899	196143	4295	3217	2661	4481	15427
22	0	0	3433	36070	6818	4139	133424	0	343	2237	0	569491	264672	20441	355282	140481	224747
91	0	23719	0	251973	2802	3973	0	0	566	0	0	167244	594321	683288	35396	0	2656
1190	2354	5127	0	138177	3033	145238	519	3524	23138	15691	0	102027	613611	256154	426063	0	1726
13656	11575	25735	7299	54677	36655	69774	10095	1853	20163	1608	693	199306	135096	8445	604040	12607	197752
211882	0	55718	174933	0	39	0	80200	24	29046	61325	29388	180300	37095	53818	44	644596	204600
1691	0	114105	8790	47211	640	0	160674	1984	1629	19524	33447	412099	6690	14318	1280	524392	416885
