151901	2922	18745	45551	55226	1750	145	185	577	3558	5866	10208	470	1718	252	3667	1895	154	157	847	27673	2316	641	1666	31184	43083	888	144	14067	360	990	536	460	17158	99	686	12537	1043	364
1814	86194	6393	25138	20388	669	24	301	251	3314	35051	5695	15325	547	249	3043	7097	2090	0	267	545	508	1426	1382	3330	1973	424	2	850	186	369	182	200	4046	158	725	299	1436	424
23202	1983	55656	8414	16665	2093	746	1369	4185	5620	10803	16044	2105	622	190	3846	13989	598	174	1522	20012	7140	4363	356	40855	8700	1475	357	7947	1387	682	1666	904	35641	4512	2086	10637	848	2121
3545	10549	3651	39769	6998	156	0	89	129	277	6641	577	417	125	0	1321	1930	27	0	96	2839	204	78	2	1871	156	34	40	660	90	0	0	52	803	1	19	436	325	41
35573	4740	14251	16035	108890	1817	0	164	201	2789	1686	1059	2353	372	2	1055	522	613	0	114	1630	194	456	210	7264	7714	42	12	3262	626	17	195	31	1201	14	273	988	582	538
2	60	17	9	14	26249	1	1222	590	33	7	0	0	65	115	3	0	16	477	573	102	575	22	0	7	54	3098	2312	25	0	0	132	17	109	0	213	528	50	0
0	0	0	0	0	7	35609	1050	136	28	0	0	0	1299	31	9	0	2	5808	157	0	0	83	0	0	2	35	297	89	4442	4527	2369	97	13	32	165	50	146	16
0	34	40	0	0	3304	194	20242	1976	669	12	124	1	119	2760	693	334	121	3970	650	73	318	210	229	0	37	798	1738	32	169	314	5321	126	1	45	633	1	127	393
22	32	336	464	239	7839	226	4565	24345	4624	133	240	64	1813	234	529	984	149	905	373	337	3819	2165	140	167	37	1880	4657	51	1371	625	772	1935	622	722	3626	147	928	3058
545	227	471	446	1486	10	0	718	930	24180	412	466	784	57	0	159	693	1443	184	0	283	425	489	8	337	311	0	110	669	88	112	0	261	1541	548	975	2	455	227
3594	21096	20854	6676	8169	1793	35	782	1363	5780	74957	14688	21341	569	362	2969	20145	2331	235	228	4183	1406	1418	193	17688	6053	577	34	4174	1162	330	267	494	15800	1856	984	2544	3629	468
3707	1008	10061	3797	6302	1361	1063	930	1709	7065	3515	189371	906	447	163	3257	15199	1691	440	99	4551	2366	3326	185	8973	7239	836	1385	37490	444	1266	636	261	22751	8256	2559	7765	2865	1846
115	7506	5198	664	8920	989	465	194	508	4501	28102	4364	105938	116	62	1060	21080	11392	38	290	544	984	867	1502	2921	9532	738	258	1946	515	876	467	76	16601	2665	206	610	3182	508
253	384	373	163	35	625	581	3014	3227	2412	38	292	1	131375	641	4117	91	218	883	69	669	960	438	802	4	0	4137	3241	455	5606	3828	613	30585	35	31	12930	59	900	5844
8	14	27	2	6	1962	0	3449	98	71	1	541	1	34	17297	77	157	58	263	3431	0	0	11	37	2	3	675	229	453	2	0	133	56	24	13	2	1	1138	54
222	230	670	1003	512	331	1055	1123	429	181	32	705	891	1435	481	48871	1160	2358	134	1102	760	1144	921	1760	90	238	1311	4950	213	406	1720	2083	375	93	200	764	109	2313	665
436	4430	19354	1304	4055	3373	559	3613	7023	14465	19109	34987	22143	1444	709	5088	165980	50688	327	765	10056	7908	11107	5933	8805	8220	911	915	6669	3250	2237	1259	1827	65289	23598	3387	9178	15339	6126
34	237	1321	131	246	1797	231	542	1243	5916	1152	9196	12847	97	71	1061	27218	184107	329	24	2336	1068	1800	8847	1654	11632	163	254	2373	327	1386	127	222	10570	18019	488	2328	27452	755
0	0	0	0	0	253	4333	1714	21	41	0	2	0	21	119	2021	54	0	27107	52	0	37	16	0	0	48	477	281	0	1124	2748	780	7	52	42	250	0	219	1178
33	254	261	23	24	1202	4802	2090	1398	40	20	29	74	2666	7730	2947	240	28	948	88804	223	33	50	94	14	80	6720	2021	180	846	1629	7713	2107	101	30	26	139	512	79
12393	533	7734	18297	2565	2089	19	904	2527	1707	894	3071	1035	488	633	2592	4617	1971	0	217	125120	7363	3217	3010	30448	10105	819	555	4923	157	259	431	488	22752	6137	2323	27192	1487	371
395	192	1187	1686	256	3907	1	759	2469	1240	195	1331	390	255	494	833	718	706	27	1	4036	126793	25991	7384	1237	43	310	2538	1242	270	0	327	294	535	1994	8256	3340	2153	366
1007	913	3596	1739	1167	2109	24	2294	4819	14469	870	3742	1795	331	612	1873	7091	2199	141	420	4304	57804	152861	27084	1865	1277	82	2205	1641	228	1097	538	368	2547	1325	5834	3980	6742	891
41	262	43	288	400	2	0	463	99	128	0	346	748	16	341	330	589	1945	0	0	433	1671	8240	29300	395	130	0	273	192	38	19	0	4	55	266	55	1437	568	113
9546	341	9115	8472	1756	967	25	534	977	659	4808	3842	1007	69	199	581	2588	549	0	107	24021	994	488	719	75023	13025	114	159	2737	43	199	20	13	14395	1200	1278	2857	550	378
1496	18	949	0	426	257	0	9	28	147	85	2026	82	0	0	0	638	720	23	0	3302	56	31	512	4466	25014	156	0	608	0	167	0	0	3529	92	0	2063	357	158
2	17	4	0	0	10750	1271	2613	2667	23	7	27	12	1823	157	232	120	44	382	1638	99	50	13	0	1	38	63669	2976	206	13	7	4875	1158	86	8	939	53	166	3
475	876	1849	1533	1022	91663	10268	75432	78627	92849	532	4597	2647	89653	41266	120630	2522	2924	9950	45977	5797	35789	35329	23868	1764	1051	23652	1305640	1204	22696	17434	21593	65432	1738	732	44633	14139	8341	8846
15913	1743	2312	7642	6265	2141	94	227	185	3432	3986	44069	301	579	230	1211	1629	1268	32	162	5196	4075	1876	574	9629	14397	468	260	85612	13	250	378	307	7143	3947	4594	16065	905	37
71	87	626	110	231	386	14411	3823	1560	2046	140	433	101	13402	606	5806	1286	415	10121	2270	118	1085	847	431	140	18	372	1483	8	349432	73236	5631	10689	1091	235	3023	128	452	78850
8	358	18	3	221	1	7790	169	150	600	69	20	313	2531	62	1270	194	14	3861	281	0	56	227	119	9	0	203	230	56	14243	102482	754	327	301	5	904	3	318	8806
0	8	69	10	0	754	9603	11757	3592	229	3	52	5	1337	1839	726	186	1	3980	8641	13	19	38	0	0	13	3242	2841	459	3825	1252	75612	2426	55	388	22	0	165	775
0	0	60	189	0	519	59	294	3676	310	0	0	6	4573	479	927	68	3	1	645	133	94	441	279	0	5	1755	4155	3	1532	130	2125	21469	215	3	1968	15	4	990
322	12	1088	2	22	285	2	2	75	626	460	1081	227	0	170	92	508	536	0	84	2551	101	81	0	2211	881	104	0	1248	0	171	20	75	19072	957	108	1389	88	104
47	4	202	0	8	268	6	109	92	701	167	5699	222	18	5	103	8065	9907	208	0	3327	340	354	310	739	364	19	2	3718	158	384	711	42	9865	46889	471	6180	9333	559
50	24	382	512	28	3657	0	375	4958	3988	329	1095	268	1986	60	956	567	895	99	0	1623	6739	1940	59	1125	24	22	830	1034	94	2	0	1146	420	230	49142	1065	250	2848
1944	4	701	1051	1035	1769	26	221	916	45	180	204	258	537	270	274	568	1816	0	454	9078	2728	2140	1236	2575	3386	426	195	2863	14	6	33	212	6252	3721	1728	91837	103	270
11	11	11	3	427	183	120	186	56	281	231	585	893	4	0	175	2408	6807	380	0	233	292	957	299	198	1354	0	60	2	66	66	0	49	896	2572	2	2	26710	411
0	0	406	130	224	44	1125	913	2820	1864	1	404	448	2703	70	2899	717	382	2708	0	170	313	915	355	464	316	0	408	125	51595	21069	97	2272	314	800	3360	84	905	143164
