564201	180203	45636	32580	27633	112464	198364	17197	25847	49213	0	0	618	5809	19559	143585	11121	13370
107175	405425	5840	34978	0	32515	34500	8315	31857	67882	0	0	4241	0	23299	6111	0	7627
34585	12215	267012	129507	43378	39202	49945	20624	34298	28480	22647	109993	14900	3517	24837	4467	7485	40930
53267	595	78624	588573	141816	43110	99952	49079	35913	6983	0	48531	11996	27259	26379	78392	34936	14479
83950	59973	5713	0	861589	231614	130422	120	10752	132897	33257	0	35977	62607	71291	21128	1208	20855
87098	182402	29037	15647	48039	168947	51772	22634	33395	51578	7591	0	54761	1435	9875	20091	19149	96580
271107	102042	107099	111507	58702	39731	645804	17799	127738	28600	7949	36596	22672	37974	53744	52903	23426	20057
81256	166	335606	374900	6917	34277	12293	481246	8904	5789	17868	170946	2730	23571	68227	76750	58220	5400
91579	56899	22295	24582	75476	395305	233239	47707	352206	66491	8088	47561	43506	17352	30200	242466	407	10375
11135	131217	66478	3419	88075	95638	20485	8615	26164	1120674	99675	671	5204	16642	18777	7625	528	43380
0	0	47432	6378	250	0	1494	3658	985	4773	1110643	320688	12531	215516	25217	6834	0	7953
1	197	54338	12340	18804	6756	35375	0	96061	16718	46734	1285301	7113	55607	9	1690	35791	88061
30	1720	4091	1158	4033	17	988	10837	0	17838	26315	0	302127	190626	5366	431991	383868	380595
10822	113	62984	0	146793	6036	9447	48	0	8354	9329	0	79070	407438	963773	60397	0	1425
21467	1904	3911	0	61372	137719	18468	12613	9565	105069	72400	0	50460	543263	303959	386776	1287	7339
7074	7664	81145	5720	165266	95472	21037	1128	7237	7293	10252	1716	146610	78883	19450	542840	10267	201975
35093	0	55822	491092	0	2213	0	22894	5373	10201	428864	57764	763	0	0	217	477578	175134
6814	0	119951	13127	7947	16052	3910	29188	35009	88940	23495	104542	88079	865	16868	1051	769518	440003
