461062	304236	26331	21464	28568	81265	210546	8208	13063	108171	599	8885	139	4173	28820	123587	13960	4323
94713	498186	3829	25849	4386	23481	36085	2382	971	28615	0	0	51	18683	19936	12429	112	57
29725	21962	297429	51523	60823	42293	46047	13488	23914	30070	45462	106388	22553	1738	10631	850	46920	36206
45517	18723	83493	531737	91547	51483	85560	84428	38749	4610	1	37465	38255	12820	46648	53927	33215	81706
504746	266672	7054	208	339733	86837	221894	265	33885	37171	1131	2	113065	9551	107388	8093	0	25658
42937	286397	22609	8282	44465	131086	87612	5691	34704	69989	1560	981	43599	9308	5951	20370	15517	68973
105063	153168	65228	89908	75426	78491	741736	52774	100377	45225	21286	29547	36751	5641	96641	23653	13999	30536
22757	0	251946	198487	4996	38937	7717	821067	38725	3988	18774	121988	19205	10131	63438	81516	37477	23917
133598	128146	27862	16728	56217	255824	155032	45837	471369	39153	8419	48328	38929	2843	100174	218657	2574	16044
61842	24941	59954	30313	66578	51214	13180	29243	6831	1287119	45884	2140	16142	15616	8887	1631	27413	15474
1	191	161340	11907	4254	5	2577	1331	198	2429	976981	190103	144394	252521	15016	735	369	0
21	39	52053	1613	27754	11805	14654	1746	7008	61162	318204	1154406	71915	6920	2288	6488	10925	11895
24	30	0	1053	41236	11	12789	60531	0	8155	11305	0	767576	37199	59816	210499	226910	324466
2173	196	142073	0	140379	3641	45577	57477	1077	34805	0	0	26279	196723	917853	196567	1209	0
234656	91851	4272	464	31811	19857	7075	62749	39100	146003	1327	0	105136	195831	764594	31556	1290	0
93799	97533	29975	6054	161552	38717	113203	17672	33744	62178	3235	72	160109	47766	43574	434029	13995	53822
198806	0	11735	117782	7413	760	3218	17324	2580	4958	410182	6720	10764	1620	1171	7304	796877	163794
1451	0	4919	1014	117659	0	18144	19007	17088	130459	20380	16118	168649	0	1797	0	828789	419885
