291424	269074	24713	12704	62333	102954	231605	43694	40879	51283	2948	16610	10112	6142	20509	217994	40748	1674
91302	476027	1070	25582	1947	20014	29042	7769	4415	40412	0	0	7878	1448	533	49060	7877	5389
46818	31254	127891	63668	35579	22840	30074	32939	53892	31639	58725	210454	11597	4801	24124	1180	34190	66357
44235	6481	102489	443468	13979	54377	70644	51242	13065	20938	5647	164623	70515	6498	17298	126037	124232	4116
14605	85204	7175	0	259173	400910	142698	6740	1700	167341	6683	4610	394468	13021	92047	161940	2819	2219
69911	190964	13260	9528	53230	218597	34108	6404	34345	39206	8815	4593	43493	1255	89836	35024	4619	42843
216129	112083	40178	70466	36055	45713	417857	53760	100554	48343	24301	173772	36902	15507	34414	62584	254490	22342
7932	0	339226	188941	2751	803	20312	594749	49658	1809	4217	332698	0	9668	23531	89869	98505	397
69077	107571	5195	9570	46400	101721	262328	2416	268190	79591	44475	44618	135094	89057	28609	436498	34281	1043
10904	98990	68430	1516	121560	141221	90579	634	40921	713256	302161	4958	11307	4915	126111	15492	38	11409
0	2445	224628	8106	71	1003	771	4934	68692	1872	683447	518303	4459	3917	53585	202	31038	156879
0	0	8225	717	3104	51	8191	4119	29984	13638	148631	1280944	10922	8254	1319	3165	48679	190953
714	0	10073	27667	8642	5652	2298	63588	2596	4911	264	0	188652	184260	20659	464034	246733	530857
295	0	388673	0	124063	30319	96	0	0	251	0	0	87423	318785	479124	335010	0	1990
2911	7350	12071	0	49382	40229	38568	66804	3	18951	1313	0	5566	564666	257201	672342	0	215
22194	1306	32902	5347	254919	57103	109137	9269	2940	35493	6331	3685	241877	77101	28435	487404	3884	31702
20854	0	100719	261606	0	343	744	162095	27179	22151	243041	85592	13310	14792	24218	0	560926	225438
327	0	281703	18705	6485	2320	35	85300	23864	20902	20130	134470	74734	0	145102	0	660108	291174
