378010	67377	41368	9566	39701	48275	399313	17657	45715	59131	2681	3362	9864	9814	27564	221660	36431	29911
79129	375365	104	28076	2552	21647	64127	4230	90415	40529	0	0	7574	57	25	50031	742	5162
50213	10878	122448	81204	25123	4977	32786	52336	89430	53888	23550	125060	7538	5866	9737	876	78240	113872
60112	0	25586	351938	10839	3447	101598	63747	43442	44310	6267	102766	18329	2946	14764	232563	112509	144721
6862	72373	3569	0	191053	155326	194248	9	67417	115954	49910	0	96509	79753	34601	681743	12076	1950
68536	145465	13020	5963	91143	67553	78967	28743	76197	63512	2994	1322	42444	612	10560	42356	4879	155765
186117	88449	38699	64771	15755	17272	708202	50434	111028	97266	3045	44091	19656	789	101228	67758	102611	48279
24248	0	27340	154245	623	8068	42255	237283	56283	54464	14423	205139	39	8514	8987	96912	104491	721752
45672	10710	5499	3391	20019	32573	412040	7247	229882	139367	13755	36634	113060	12171	103425	561791	8959	9539
16157	175864	2716	3068	91240	68027	97379	10102	176217	882117	68785	1689	23586	13015	45060	3820	2714	82846
0	11	24200	11013	5989	198	8503	27371	136712	13148	762669	182704	8008	145780	45084	3307	64818	324837
7	0	11366	23988	12255	949	54010	16483	307082	47436	106470	1035729	77582	0	4655	4946	21301	36637
30	76	0	0	2971	46	727	285485	397	3596	58057	0	97600	105441	128566	432313	338123	308172
114	0	4031	0	136572	76	1126	2	112	14961	45	0	152214	263522	1060735	107882	1391	23246
0	3136	5888	0	118018	7792	21796	2709	35354	68003	49478	0	5281	309046	477283	631052	1081	1655
22841	816	15896	4897	268931	14348	25123	3355	2087	12665	6728	0	139809	106294	80645	622323	8950	75321
7096	0	18079	293935	0	0	0	123256	92313	53193	169747	46364	4661	3291	16	0	653894	297163
0	0	4049	2883	15774	0	12	58924	34529	72155	63057	31922	90117	990	6753	1663	850466	532065
