789041	82199	25595	32079	24831	29967	257579	20043	18662	54890	3	584	3390	2750	17855	70590	4097	13245
99522	349326	2695	12597	1624	40391	129764	1569	7974	61481	0	0	8746	28745	12805	11856	0	670
46436	4919	266252	105385	35631	12729	140353	33684	48549	14962	4646	53113	19003	569	3000	1351	26568	70872
120614	730	85727	616469	26560	16138	73314	39173	102332	22615	445	17415	52576	6478	75782	32089	9008	42419
271015	259485	125541	3388	495951	89866	194274	912	75343	16848	78	0	62224	59103	18591	49973	720	40041
72969	233643	25638	9710	28870	137652	92105	405	32123	20266	1	690	56964	3281	6442	36842	1561	140869
201345	81121	64799	110768	65460	20836	739986	33507	145023	36656	13622	15711	40930	10587	106610	53186	8716	16587
16572	237	178193	200423	122	1821	23685	1054663	6406	6457	23665	74012	5872	77690	17075	51163	5562	21448
143183	50835	51459	42731	40207	160697	170815	37046	569915	42488	1291	15214	58283	13502	137911	211087	636	18434
63437	20518	52214	76245	153247	30013	155887	22231	8625	1005029	47649	2735	14032	8589	21738	6804	6176	69233
0	0	225760	5942	0	0	3273	11380	39	815	993097	209807	8015	260721	8453	4417	32633	0
1147	458	40167	7245	37526	4993	20608	1648	41764	59063	166611	1234753	98645	5804	1024	121	29640	9679
176	627	2815	0	16997	29	4894	49474	6	192	17272	0	567926	263654	13894	205268	280486	337890
46	0	77602	0	114643	752	3712	23118	8841	52	0	0	139863	220349	1135130	41921	0	0
214426	24787	10366	299	45209	6926	1065	15881	38786	59028	2185	0	78149	319441	857302	60083	3292	347
284131	50450	29216	14299	89977	38163	75424	51938	14734	16343	15945	1	182456	82766	40534	347276	11639	65737
85429	6	179904	141721	29577	4402	234	66003	10051	11282	277207	18156	10167	5470	207	709	791641	130842
1980	0	42722	2846	18262	2298	18626	56224	13461	15224	10469	18249	205600	0	4828	138	913213	441219
