387378	154337	27478	3998	50001	208797	192819	6830	4667	153199	3823	1811	15532	8496	11498	168215	10793	37728
51804	415832	1529	23149	9992	78322	21561	0	2936	123149	0	0	2086	2715	0	23641	286	12763
31067	32674	141667	58230	112001	31169	60304	17280	45047	51467	35117	61636	28873	10858	13444	10	42393	114785
68087	5829	93627	327551	111932	48204	42897	58247	98190	28243	3350	73619	51483	899	76211	107852	77256	66407
41161	20600	558	0	747114	251764	116329	0	2217	217860	15139	0	138472	44095	134047	20999	3142	9856
36533	192429	15238	4188	85079	146772	56677	1866	15435	72410	5324	1931	148767	4478	9436	27047	169	76252
173537	111298	41133	31949	87098	113892	700224	24189	94849	63080	4583	19158	30102	8778	142537	53163	9704	56176
119072	961	506978	291381	1697	49180	1745	320519	23324	3583	33824	84641	15114	24508	65010	92217	19458	111854
27639	58054	4438	4384	138620	264459	87969	2709	305466	200279	4672	12187	145228	19450	172039	295377	1485	21279
4350	3930	16356	48	138536	127328	11813	14001	2344	1225473	19781	449	49192	22015	39513	514	0	88759
0	0	70009	975	5726	0	5796	29684	35908	83995	850514	124995	19577	325925	175114	496	21918	13720
992	10	24582	1664	109773	369	21620	162	164666	331437	180373	797850	44242	1845	21838	5822	10666	42985
34058	0	851	331	10186	2611	13	2158	28	35116	67385	0	608279	151962	30007	275735	248009	294871
8858	886	5812	0	150740	20699	781	0	23	1397	0	0	203567	309190	1048400	13181	0	2495
4095	9971	2754	0	50566	13996	4283	17006	331	127195	1647	0	60961	413192	588196	443267	0	112
12480	13437	16565	4001	96810	75576	21876	19	35	64000	4408	0	329053	91702	8500	449356	9499	213712
11259	99	77083	138202	116	14	0	127454	108122	152960	80468	12742	25454	51121	28261	57	646388	303208
0	0	88614	9183	30285	4383	0	12097	5265	44578	101309	37297	269419	86	18836	0	667696	476311
