516712	265480	23943	12910	14565	70531	189364	6030	18131	124897	577	605	2848	8499	13904	153937	9124	15343
82464	485010	5590	23760	801	48528	37530	25925	12131	23859	0	0	3690	3598	1911	14252	0	716
57234	18161	257187	68705	32812	24424	41283	4552	39415	35211	57910	91652	10277	7367	738	721	33296	107077
101732	778	91433	542436	11326	36137	88035	33301	68530	20542	17	21295	131913	31441	22057	64605	43356	30950
355836	107258	60858	330	294163	334329	136548	398	31617	56538	71555	0	145003	25445	61392	77031	2441	2611
67223	189101	26582	6046	35971	214689	51557	319	53908	73931	5219	2999	44929	7089	8184	21095	66309	24880
235582	190969	69829	89415	20262	23467	651235	27193	148021	24487	16241	38157	48153	40617	35469	62697	22313	21343
70385	1558	336797	302372	8228	27555	15179	471663	80152	8793	20413	173135	1699	6152	15643	87586	23972	113784
47176	57910	58964	14040	20444	170264	206461	15636	482885	178289	21411	31138	144992	18352	75710	211716	1578	8768
11438	84229	71761	1214	222159	78059	31523	13403	62320	999583	59789	9877	6960	7897	17081	5480	3845	77784
0	15	212041	843	578	7100	293	1975	14678	37485	933458	276984	4424	253483	18815	143	950	1087
0	4	104542	4729	14348	4779	23486	0	117785	47602	146328	1106859	28643	21346	0	4118	85300	51027
493	1487	6226	0	14927	53	23	9350	11738	78887	12121	0	401772	181141	193415	237414	239679	372874
35767	278	470802	0	162080	916	9	11	2223	29588	33	0	63560	309613	609656	32625	45012	3856
210233	7574	28159	0	58425	38428	5859	40736	17331	81024	18248	0	70279	592484	453792	106302	8390	308
200268	38753	87649	5553	24733	75196	21194	362	6606	53329	5536	31	281172	75716	47444	441299	2760	43428
51791	0	38994	166541	11257	277	185	6685	74335	37351	381993	31243	285	316	167	190	750087	211311
4199	0	49658	2192	3160	2626	6493	6713	12829	144656	38247	79146	54741	13	2979	184	838295	519228
