760624	28265	5908	47985	53122	55212	169023	7948	41019	66983	1255	1162	5414	7	17324	155623	20711	9815
90392	402683	7930	20850	2927	53113	50864	1978	11935	63918	0	0	7177	15335	21308	16283	0	3072
15095	5753	282163	153197	15623	10458	73353	23905	49753	19052	8827	105282	10881	0	3175	3158	46871	61476
71081	10	121924	698217	17722	63208	77695	28969	67311	4142	0	12693	13923	7508	28004	66071	51286	10120
443429	16948	86211	43176	598987	106828	107830	4168	27605	15416	1425	0	165589	9123	57493	71490	14	7621
65596	172386	32124	26404	67336	194701	65861	9973	71871	13853	2	0	58936	968	17748	37754	12799	51719
153596	62285	62519	125693	48173	252398	629411	15950	82066	27537	17593	11398	36312	11388	30521	92123	52054	54433
21118	0	205680	274746	7788	166	16704	769584	9610	10888	24981	82386	28578	32354	17422	131921	90147	40993
113487	20245	60700	76985	41570	164841	243904	39791	641190	20897	0	32695	18125	536	123457	153238	9493	4580
64855	24188	93573	52436	184321	52432	55029	11923	49870	1028770	52279	9836	2438	12280	18036	2820	8379	40937
0	1167	105959	0	3545	0	1849	8136	156	2885	821732	464172	29703	83004	236832	517	4695	0
0	2	147638	8225	6429	8231	28346	24533	65061	16015	4796	1380978	9196	146	383	53	37940	22924
6067	2002	287	0	13874	0	12241	78426	204	996	1381	0	431116	319576	1626	260978	237549	395277
0	0	191475	7	118592	659	41285	29277	96	5021	499	0	38888	262604	1040657	36969	0	0
180233	7395	11243	4152	7015	31272	148059	82954	54317	32836	44526	0	80531	278324	671499	88704	13640	872
208967	3860	67227	20246	98543	8951	38444	25964	29539	1369	3814	3	88333	55786	28888	661161	11024	58910
31423	5906	37369	276327	5520	1126	120	0	9270	30071	355244	2743	127	0	0	4609	796471	206682
3041	0	98998	3438	34579	8074	2221	59571	9198	32165	4425	16946	72609	1342	2291	736	765968	649757
