163797	4782	10876	34296	88596	1668	602	178	349	6234	8522	5983	630	507	721	2997	1697	476	388	1155	12375	1845	1016	3789	18903	48586	529	123	18113	486	517	271	1100	9541	291	557	7793	699	701
3681	99246	3500	23413	18180	516	69	157	984	3714	29037	2768	13238	95	538	1507	6017	1871	2	203	1095	998	968	2023	3965	3176	209	156	1240	329	194	309	130	2612	2130	531	549	2525	440
26703	8739	48339	13273	30274	1494	920	1072	2618	6247	23619	14726	5695	420	792	3383	12883	1444	405	1727	10678	6230	3039	1083	25454	12635	868	552	14205	1645	424	2180	535	17598	5091	4302	8050	909	1264
2590	13461	1778	37090	7757	177	0	73	81	543	6268	282	219	7	1	1675	1130	22	0	75	4349	146	51	62	3204	123	39	6	1195	104	0	7	117	460	43	137	124	440	112
29421	8154	7075	17787	119370	1194	33	187	488	2384	2625	1320	5642	344	49	262	845	1088	0	134	684	136	525	455	5043	3832	29	112	3659	343	51	121	3	336	111	126	604	2494	419
4	0	217	5	21	24017	209	917	1153	13	9	0	14	3	1579	63	3	6	403	231	38	555	124	0	9	101	3429	2060	26	16	0	236	43	115	0	396	620	62	0
0	2	17	0	3	49	36433	1263	283	205	0	43	1	293	467	85	1	0	6184	1687	0	0	111	4	0	127	32	834	26	2369	3596	1240	596	66	38	138	15	110	181
0	18	42	10	2	4658	215	16477	1564	510	72	8	11	103	6274	879	227	29	3593	1468	4	386	200	21	1	27	865	1526	71	175	63	4524	180	41	55	723	225	134	427
100	5	603	127	357	6426	96	3445	19180	4553	264	481	241	879	2719	1266	894	279	672	349	294	5597	1129	316	424	124	1535	6961	29	1225	414	1504	2040	372	398	7007	613	522	1735
314	338	185	173	1359	137	18	852	1114	22604	551	349	1533	72	17	26	926	1337	174	1	419	181	841	345	1032	650	0	396	506	48	70	0	122	708	787	1385	19	199	264
6824	39555	12036	13151	7721	1273	150	420	1019	4037	79632	6769	25395	268	630	821	13524	1252	257	329	2601	1298	2257	575	12518	8844	632	118	5770	969	182	557	294	9474	1920	1894	2615	3125	521
3485	4640	12492	5955	8529	1238	1251	1137	1194	6597	11235	137516	6118	538	592	2740	17894	3498	441	566	3110	1542	4445	201	16509	13018	573	1295	40205	609	1189	426	143	29418	12691	3026	6014	2855	2166
550	11445	3969	1890	5345	492	458	127	380	3238	38333	3001	113893	235	337	616	11748	9800	123	246	1234	953	721	2090	4289	2924	271	491	2903	344	244	710	11	10386	6574	461	1210	3925	533
153	342	262	69	123	724	1630	2855	3573	3024	65	294	2	95322	1852	5258	82	244	1705	2252	1126	1122	786	979	41	45	5170	8286	497	7502	2031	1052	38204	279	153	25499	727	1184	5415
3	1	62	19	3	2504	48	2557	205	51	0	342	3	80	18294	23	183	5	264	2632	8	19	10	58	2	1	1148	333	97	8	0	205	129	21	0	545	3	424	40
1328	369	487	583	679	132	1171	1887	1395	294	75	294	466	1128	836	39316	1245	1720	1897	959	958	683	1284	3199	59	166	1825	6381	137	1452	1937	2144	597	339	858	1203	623	2370	564
1363	6150	24738	2371	3844	3058	791	2959	3622	12312	38974	30641	27696	1204	2031	4707	130101	42187	1261	1207	7696	7844	9612	6404	9480	12104	952	914	12484	2963	2475	1677	1598	51753	41548	6844	7126	23706	3469
269	1536	2225	220	285	1927	403	985	945	4231	3373	5848	19098	216	343	1061	24363	133038	234	105	2102	1695	2197	7598	2975	10416	168	363	4520	500	960	234	243	11501	57902	848	1994	31997	683
0	0	0	0	0	477	5343	3185	435	33	0	8	0	106	1679	507	4	1	25728	15	0	117	51	25	0	67	171	1117	37	515	863	936	157	1	49	343	51	248	728
122	233	212	96	63	472	7778	2213	877	40	4	60	62	2487	10884	667	83	27	1564	79778	55	155	129	7	29	201	7989	3222	290	781	481	11231	2415	171	102	198	153	833	46
22138	1145	10011	12973	4484	1814	3	1103	989	2664	2569	5502	1041	397	1141	2120	5048	2199	3	341	90820	8243	3137	3386	42355	18033	1062	315	9512	456	196	598	330	19969	7119	4232	21100	2542	353
439	346	1289	578	465	2397	1	496	2002	1664	509	816	460	224	813	845	922	1239	34	171	6001	119596	19813	9150	2159	236	236	1767	726	229	4	87	285	793	4619	11745	7865	2793	337
380	1119	2780	1284	1432	1211	93	1804	3121	16794	1779	3383	1921	359	664	1685	6444	3214	14	360	5875	67970	126732	33851	1883	2361	34	1947	1784	189	966	487	553	2039	3679	12661	6125	4035	872
173	11	43	131	503	0	0	118	20	461	0	228	596	88	359	796	775	3077	1	0	532	3449	3745	30354	121	79	0	185	26	49	47	0	8	43	1493	293	1039	355	32
16075	1940	7315	6262	6806	800	35	251	545	1221	11367	2646	1972	4	303	221	2068	346	3	152	12301	962	247	910	74909	13784	57	18	7404	48	200	113	28	6825	1107	1875	2492	429	314
1033	139	512	33	871	203	0	1	2	199	156	2071	533	0	26	3	131	1507	194	0	1076	95	24	574	4169	28318	72	0	2863	1	7	0	13	1130	19	34	860	458	88
229	22	53	19	44	6157	1465	2076	996	23	21	21	32	867	3335	749	159	4	101	5917	42	60	13	0	0	29	62609	3021	332	408	0	4726	857	138	84	1429	59	52	0
477	641	1508	862	1217	104020	7073	47168	49943	71654	814	4004	2417	38082	45918	40295	1795	4570	9545	53591	4321	39964	38477	32526	2185	1954	49588	1430966	884	18436	8757	14770	72087	2967	1501	74932	13413	6876	14772
13587	1088	4968	5509	14982	1467	128	341	1045	5535	7614	26409	2511	430	608	1353	1486	919	160	388	5739	3966	1783	1054	9725	21999	688	10	77162	189	185	452	209	10546	6120	5217	11944	1452	179
50	336	675	134	180	793	24699	4817	2822	4420	423	441	202	11617	1953	8212	1901	1220	17737	4801	543	1887	2430	1808	332	786	1144	3452	9	290081	52654	7394	11722	1181	1494	10192	519	747	109392
1	149	13	0	308	43	9903	166	624	1652	130	26	407	2810	153	1448	96	118	10157	1221	7	71	324	338	12	117	629	605	35	14376	85475	510	386	625	190	2426	195	763	10467
18	26	198	50	33	587	14592	9102	2218	197	35	44	6	1284	4742	844	171	7	1333	15284	7	26	90	4	1	73	7160	3101	280	4870	338	64400	1597	102	362	308	33	119	295
1	0	64	33	6	247	892	607	2017	802	2	10	1	2863	243	725	40	11	41	1318	245	301	408	265	0	4	3221	4216	0	2257	4	1507	20264	218	39	3716	216	52	269
228	48	1062	64	30	375	4	3	346	525	1803	1022	583	2	309	64	812	424	4	58	543	124	21	8	4097	1023	33	3	3132	20	150	0	1	14210	1151	214	1982	277	0
20	28	526	47	55	254	20	9	164	369	332	4430	276	3	55	184	6178	5559	118	0	1076	434	50	500	1588	556	105	4	5170	53	340	690	66	9331	54884	915	4348	10450	409
57	6	648	133	81	2299	0	204	2007	3690	359	655	135	1118	193	693	582	487	136	2	2590	5113	1491	363	223	39	92	641	1085	491	5	0	562	668	1134	58069	1713	126	932
2351	3	1850	1225	1085	1280	39	94	1797	164	1390	299	513	193	307	140	560	1736	32	573	9130	3398	727	1731	3954	5786	660	348	4244	0	0	55	326	3280	4124	2340	84991	123	228
2	13	30	37	479	179	347	127	324	143	342	533	1429	29	116	701	2180	4340	270	1	323	1222	761	1112	20	1269	0	52	84	52	83	0	38	347	4284	128	119	24960	465
8	4	155	349	276	257	1080	2000	3686	2555	56	1342	722	2820	183	3663	480	761	5169	1	229	1381	905	948	1053	433	1	1710	43	29136	13176	82	3437	583	2672	8421	1113	753	152941
