166375	3070	19964	35808	44754	1218	576	25	571	8248	9513	5114	1351	1013	368	3100	2585	40	257	780	32859	1220	752	2293	28663	50981	606	309	12251	346	754	388	896	14052	46	1005	8281	734	523
2896	89358	4450	33466	9414	753	1	114	752	3401	33638	1730	16853	373	419	6568	9046	2161	0	461	997	370	1047	724	2014	2496	272	199	745	63	832	272	156	2204	699	909	7	2023	432
19796	2256	64374	8970	9911	2009	956	1021	3736	8872	21306	10791	5661	327	380	3176	20812	571	414	1938	25848	4049	5571	943	33539	12441	1061	697	6775	1961	222	1733	935	19508	5503	4412	6262	563	2215
6457	8389	2768	40471	4011	157	0	107	107	557	7185	580	196	35	0	2797	1405	22	0	307	3614	114	48	22	1733	126	28	65	305	107	0	0	65	893	0	120	666	444	47
39166	6489	16611	14810	90437	1539	9	116	146	3137	4738	192	7497	270	37	3288	1138	136	0	161	2732	341	412	981	9245	6404	15	121	2118	354	168	167	19	1416	9	378	408	1830	450
33	0	52	8	3	24162	173	1856	642	0	82	7	125	2	240	230	83	28	236	455	154	651	202	42	13	109	3426	2095	12	0	0	450	77	135	62	154	571	124	3
0	0	0	0	0	24	36654	499	68	61	0	26	0	853	562	41	9	0	6390	761	0	0	70	0	0	0	291	795	11	2298	4008	2300	466	13	33	1	0	238	27
0	0	25	2	0	2287	332	19024	1694	333	38	24	103	12	5233	889	270	18	2272	583	36	142	403	62	0	2	576	2001	65	13	194	7673	772	11	43	340	8	153	175
1	0	552	359	194	7216	64	3163	22946	5017	185	317	202	221	1373	971	1527	115	376	90	193	3065	1486	244	320	33	2135	5622	48	1598	21	1824	4139	68	451	5337	688	886	2128
157	234	183	129	888	14	11	469	894	26111	720	370	1181	16	11	83	1063	2109	151	0	287	82	667	136	236	67	0	490	209	7	25	4	249	825	354	860	22	575	163
3972	21915	17798	9790	3458	1349	25	330	1427	4682	92274	8400	28111	497	529	1549	26485	1940	328	472	4686	855	1814	396	13964	3536	344	470	3604	1074	218	826	736	5480	885	1428	1403	3706	471
3724	1442	11328	3278	3292	1347	993	620	1295	7673	7628	173942	4304	546	676	4551	21291	1789	376	99	5597	2032	4607	540	9418	9229	690	2064	36143	551	1439	472	766	21497	8151	3286	4173	4210	2032
48	7252	4467	1799	2013	377	549	111	405	2182	31154	2739	123318	215	283	1256	20201	19295	153	306	1482	959	347	2981	1358	2420	266	722	1407	348	1090	1077	270	4953	2780	710	591	4153	463
81	241	121	16	56	568	1310	2543	2358	2129	107	262	4	122743	765	3622	249	320	607	280	784	708	540	1331	6	20	3884	8233	367	4989	3528	311	36152	173	34	16898	27	1273	2289
