137572	9108	29304	41573	54514	1777	556	39	504	3174	15740	4279	1345	1528	407	4647	2291	42	199	1093	22075	1829	1889	2406	25357	47677	566	304	21127	387	714	348	231	18118	141	578	7580	396	274
3817	89941	6288	22186	9562	695	15	142	471	3014	44245	1568	16902	286	175	4250	6659	2378	0	379	534	1130	2296	1644	1634	3025	241	185	1689	248	187	316	49	1847	1226	1357	329	1009	396
14381	6162	50402	7865	10541	2171	923	1136	1734	3844	38690	16157	6262	571	400	2745	18067	1459	484	1932	13907	5754	8863	1374	26527	9054	1023	588	12251	1870	325	2179	1091	26913	6316	5543	10532	628	851
3032	14816	3907	33033	5925	228	0	85	125	375	10079	450	669	143	0	2685	882	6	0	274	2165	264	25	70	1266	39	5	29	549	100	0	0	53	1581	33	187	665	167	36
33684	12592	15844	15034	91249	1866	43	132	81	2132	8800	2024	8555	318	60	1451	903	223	0	194	1775	319	547	1320	5699	2841	49	113	3045	332	14	221	22	2432	67	762	582	1947	213
28	7	31	7	15	23206	77	717	1241	0	19	0	71	7	899	82	0	3	436	409	37	683	19	56	0	33	4484	2152	1	0	0	185	0	257	0	817	626	69	23
0	3	0	0	0	37	38740	1290	149	63	0	94	0	700	278	42	30	8	2640	2076	0	21	119	0	0	3	181	1063	9	2435	4131	1704	384	15	65	83	25	47	64
35	120	105	15	0	5062	108	15070	1552	316	28	6	29	35	5611	796	219	60	3569	1104	0	593	118	54	2	16	831	1683	114	145	316	5621	625	3	7	824	58	388	570
3	14	372	197	353	7499	131	3154	15059	4550	113	736	506	968	2239	554	648	327	900	826	118	4778	2740	387	108	9	2781	6115	203	1194	175	1712	4176	202	190	7452	846	537	2303
408	106	279	558	927	79	3	811	866	20850	372	284	1826	24	1	7	1022	943	193	0	104	294	2609	208	304	950	0	129	464	25	210	2	210	964	1171	2547	6	80	216
2712	23532	14033	7047	2647	1672	172	457	550	3700	103335	5933	33062	150	406	1008	19282	675	266	343	3352	1410	3881	928	7639	5784	270	305	3125	1335	277	473	312	13072	1978	2282	1399	2169	254
920	6601	17237	6274	4721	822	1575	879	1126	4324	11679	118430	12069	466	479	3809	21113	3224	449	568	12104	2779	11021	3643	12795	8341	936	1721	25393	502	1107	372	455	38837	18323	2790	5310	2547	1350
76	9915	4636	911	2909	822	504	93	159	2299	35525	2538	120992	153	250	1297	15014	10020	13	170	429	1272	879	3717	2913	2738	225	337	1597	466	613	549	108	12962	5003	604	628	2595	569
403	324	87	137	174	440	4893	2722	1471	1195	64	293	3	117438	1740	7609	160	223	1804	1053	581	1263	1828	634	3	32	3555	9548	372	7533	4044	1059	27076	122	255	16209	243	783	2556
0	23	79	3	0	2069	1	2558	315	3	4	179	8	6	16723	40	274	11	409	3767	13	148	113	13	1	0	1415	249	111	16	0	397	299	25	5	302	7	635	109
193	178	426	372	400	812	1290	1461	236	192	147	257	743	2571	705	42565	1018	1915	163	688	511	1547	1688	2864	38	46	2357	6780	506	786	2164	2098	56	116	1567	758	509	1544	773
177	6556	25688	797	4288	4008	938	2912	3536	7804	29134	27381	41405	1204	1533	7027	148352	39371	613	1358	10161	8873	22764	10896	3727	5953	689	1392	8580	3504	2192	2045	2123	48832	35364	6574	6589	14343	3183
60	1201	2164	375	121	1503	547	411	1242	3208	2591	5505	21722	197	333	1472	28434	144878	117	73	1453	3737	3715	11673	664	8252	113	338	2415	700	488	183	500	10756	49419	1747	1510	25083	701
1	0	29	0	0	409	6886	2622	390	29	0	3	0	37	1806	621	9	0	22628	194	0	153	26	11	0	4	60	1579	1	1080	2512	1236	31	0	11	165	34	185	245
43	81	79	7	1	521	7187	1739	990	47	31	9	75	2864	8524	2204	304	73	889	87940	105	137	72	122	0	78	7166	3428	33	457	605	7413	2008	54	46	25	120	725	8
14052	798	12255	15144	3201	2152	27	480	868	1690	4544	8257	809	270	763	1973	4636	1997	0	316	78962	12571	6184	9279	32799	13861	851	326	9441	523	211	819	638	31498	9739	2694	24557	2058	200
354	318	1155	898	637	5880	5	135	1275	658	266	521	526	169	229	1388	522	1309	6	88	2634	111111	35356	14562	1760	334	438	2001	829	213	74	88	385	126	1952	6692	7598	1263	396
130	1023	1776	1465	2080	2586	149	979	3033	8333	652	1456	2041	170	898	1608	4844	2228	15	260	1325	66566	142635	48114	1823	1982	58	2141	1892	280	968	690	368	1006	2371	7078	4989	2825	1047
133	486	22	184	229	40	0	135	15	123	4	16	692	5	282	779	363	1276	63	0	87	2983	6207	32222	207	151	0	153	172	6	11	0	46	0	1003	408	618	72	37
5520	1502	8798	7319	2314	1003	0	243	200	864	15692	2004	4235	13	362	451	1940	967	0	76	20560	1147	461	2704	55886	16524	42	105	6061	50	203	35	22	20929	1898	1937	1412	498	378
606	31	1220	2	4	179	0	0	27	46	702	1763	1025	0	0	3	332	1388	194	0	3306	143	454	896	2385	26329	58	4	3112	0	38	0	25	2183	33	14	341	490	82
18	24	19	4	5	6695	1535	3977	643	4	10	29	187	2178	1286	2191	69	57	372	4990	97	14	2	0	10	41	62467	3072	102	159	183	4375	622	52	4	455	31	170	0
722	379	961	1081	1779	83190	8416	45506	45297	57886	588	2845	4212	40876	41845	62291	2170	3137	10785	27443	2357	28831	48233	40375	3442	1320	72462	1442093	459	22242	11273	14804	78799	1897	2049	71035	8401	3070	20419
9938	2630	6441	7983	9612	1599	254	273	513	1922	7812	27751	3583	434	386	1620	2505	660	101	808	9359	5565	4433	2786	10365	20030	583	115	59145	12	272	417	187	20033	8489	5029	13286	1979	237
86	195	366	96	435	1388	24544	3378	2877	1723	622	501	378	15349	1922	11412	1862	667	16884	3868	92	1485	4705	2334	249	108	1005	5386	2	330102	62631	6044	12129	522	664	5592	116	279	63202
0	43	10	1	129	355	11083	158	150	860	136	24	360	1305	13	3826	90	235	7658	583	0	100	648	646	79	35	693	618	3	10883	94510	388	544	120	443	1177	125	216	8729
0	15	104	14	0	655	15724	7959	963	142	30	86	19	1080	3998	238	146	17	2057	15501	25	0	279	15	0	0	6119	3738	73	4212	1005	66004	2691	17	164	250	4	130	463
0	0	138	150	0	362	1388	1216	1845	104	1	27	23	5557	304	925	87	34	77	1545	134	627	282	388	0	96	1533	4948	1	1264	102	2285	18763	184	77	1592	97	3	966
88	78	991	19	28	150	6	0	24	728	1563	1378	1104	1	300	83	1737	670	1	94	1631	155	522	69	958	867	121	16	2035	0	179	42	78	14436	1925	324	1846	497	11
0	128	607	0	0	370	87	23	32	46	276	2680	850	1	18	507	8835	8669	133	62	1317	811	354	996	441	272	8	8	2764	149	381	786	24	7159	56993	1181	5092	7203	333
26	29	295	512	0	2684	0	282	2504	1986	338	536	294	1923	238	679	540	382	347	0	501	4697	3585	1202	294	0	27	781	1332	67	18	2	732	294	1283	57245	1096	648	1423
686	17	1739	1215	376	1476	27	229	1010	18	1125	233	523	140	777	874	544	843	89	596	9774	4275	1495	3224	3234	5210	472	662	2867	1	2	141	384	12353	5479	2984	75376	147	459
0	9	110	0	614	343	308	7	144	243	424	135	1369	20	84	725	3631	4863	204	4	72	3970	1155	1906	33	1325	0	80	22	195	236	0	44	461	4586	155	331	18822	311
0	3	171	318	200	27	1405	578	2744	1978	44	1229	762	2942	257	4387	607	1255	4180	9	75	1422	2509	2381	514	156	0	2042	161	55352	21721	185	3363	96	2311	6931	272	821	121176
