515383	201413	26802	24004	65215	67527	204946	1691	30588	71333	922	1531	1724	3293	1394	174240	52119	3275
55063	479152	5084	23011	3110	40284	42193	0	19919	54520	0	0	5339	2019	1112	31587	67	7305
39486	39629	215999	129526	56383	20141	62831	24459	55385	50329	2116	28677	11267	7597	9351	9	56415	78422
108348	7189	45345	556118	4066	111093	126110	38523	39231	28059	2964	14841	23559	2768	22845	83958	107964	16903
93852	87171	26896	0	417922	586176	158101	0	83127	139730	10135	0	49895	36	92780	13092	97	4343
55890	211928	32294	4084	72660	136899	83488	3401	46188	47179	1552	21	103644	2617	10813	22365	25867	39141
151032	199401	84959	94574	36035	47011	717211	21669	67338	40083	9946	62099	32201	3510	29799	48796	59688	60098
55348	14483	267599	460188	1423	41037	21794	312490	13450	6976	24664	145340	31302	7538	28006	73437	181433	78558
63720	108882	33523	15774	72497	133543	281494	8990	478683	166536	21862	26662	75318	2470	32815	225409	2599	14957
12828	124950	4994	3763	49007	142406	10352	2742	95712	1166079	47904	7203	6657	11993	38028	135	24310	15339
0	0	217862	132	77	0	472	6757	30079	6334	889719	209697	28651	56495	219754	0	94541	3782
979	1324	37497	1893	50260	574	8990	2937	193190	11328	87079	1200454	67368	0	0	41	51392	45590
15735	7051	1029	0	9338	1053	6432	11165	0	0	49010	0	583009	96511	4849	219009	412584	344825
31015	0	382952	0	140610	7934	69994	31938	388	2773	354	0	201439	48317	725551	122202	425	137
136260	9236	27640	0	188741	16689	231738	29062	27170	55889	19600	0	81159	51434	618514	236517	7909	14
47601	5592	7157	7739	34724	156058	59410	3139	4140	54409	6539	0	304717	25448	28901	599777	28771	36907
9854	0	18309	314141	1886	0	8	15521	75513	9703	284493	7284	697	1746	30854	0	792872	200127
1024	0	82209	11678	42932	9179	0	11881	19325	27270	5609	26015	194563	0	24515	0	887703	421456
